Language,# in a chart,Title Lyrics,artist_type,Artist Name,Title & Artist,Text Lyrics,Appropriate lyric,Year,Tags,TAGS AI,Original sound,AI Link 1,AI Link 2,Changes in Lyrics or Tags,discogs-effnet_approachability Original,discogs-effnet_approachability_cat Original,discogs-effnet_engagement Original,discogs-effnet_engagement_cat Original,discogs-effnet_danceability Original,discogs-effnet_mood_aggressive Original,discogs-effnet_mood_happy Original,discogs-effnet_mood_party Original,discogs-effnet_mood_sad Original,discogs-effnet_mood_relaxed Original,discogs-effnet_mood_electronic Original,discogs-effnet_voice_instrumental Original,discogs-effnet_tonality Original,discogs-effnet_gender Original,deam_msd_musicnn_arousal Original,deam_msd_musicnn_valence Original,emomusic_msd_musicnn_arousal Original,emomusic_msd_musicnn_valence Original,muse_msd_musicnn_arousal Original,muse_msd_musicnn_valence Original,danceability_msd_musicnn Original,mood_aggressive_msd_musicnn Original,mood_happy_msd_musicnn Original,mood_party_msd_musicnn Original,mood_relaxed_msd_musicnn Original,mood_sad_msd_musicnn Original,mood_acoustic_msd_musicnn Original,mood_electronic_msd_musicnn Original,voice_instrumental_msd_musicnn Original,gender_msd_musicnn Original,tonality_msd_musicnn Original,audioset_vggish_deam_audioset_vggish_arousal Original,audioset_vggish_deam_audioset_vggish_valence Original,audioset_vggish_emomusic_audioset_vggish_arousal Original,audioset_vggish_emomusic_audioset_vggish_valence Original,audioset_vggish_muse_audioset_vggish_arousal Original,audioset_vggish_muse_audioset_vggish_valence Original,audioset_vggish_danceability_audioset_vggish Original,audioset_vggish_mood_aggressive_audioset_vggish Original,audioset_vggish_mood_happy_audioset_vggish Original,audioset_vggish_mood_party_audioset_vggish Original,audioset_vggish_mood_relaxed_audioset_vggish Original,audioset_vggish_mood_sad_audioset_vggish Original,audioset_vggish_mood_acoustic_audioset_vggish Original,audioset_vggish_mood_electronic_audioset_vggish Original,audioset_vggish_voice_instrumental_audioset_vggish Original,audioset_vggish_gender_audioset_vggish Original,audioset_vggish_tonality_audioset_vggish Original,,discogs-effnet_approachability V1,discogs-effnet_approachability_cat V1,discogs-effnet_engagement V1,discogs-effnet_engagement_cat V1,discogs-effnet_danceability V1,discogs-effnet_mood_aggressive V1,discogs-effnet_mood_happy V1,discogs-effnet_mood_party V1,discogs-effnet_mood_sad V1,discogs-effnet_mood_relaxed V1,discogs-effnet_mood_electronic V1,discogs-effnet_voice_instrumental V1,discogs-effnet_tonality V1,discogs-effnet_gender V1,deam_msd_musicnn_arousal V1,deam_msd_musicnn_valence V1,emomusic_msd_musicnn_arousal V1,emomusic_msd_musicnn_valence V1,muse_msd_musicnn_arousal V1,muse_msd_musicnn_valence V1,danceability_msd_musicnn V1,mood_aggressive_msd_musicnn V1,mood_happy_msd_musicnn V1,mood_party_msd_musicnn V1,mood_relaxed_msd_musicnn V1,mood_sad_msd_musicnn V1,mood_acoustic_msd_musicnn V1,mood_electronic_msd_musicnn V1,voice_instrumental_msd_musicnn V1,gender_msd_musicnn V1,tonality_msd_musicnn V1,audioset_vggish_deam_audioset_vggish_arousal V1,audioset_vggish_deam_audioset_vggish_valence V1,audioset_vggish_emomusic_audioset_vggish_arousal V1,audioset_vggish_emomusic_audioset_vggish_valence V1,audioset_vggish_muse_audioset_vggish_arousal V1,audioset_vggish_muse_audioset_vggish_valence V1,audioset_vggish_danceability_audioset_vggish V1,audioset_vggish_mood_aggressive_audioset_vggish V1,audioset_vggish_mood_happy_audioset_vggish V1,audioset_vggish_mood_party_audioset_vggish V1,audioset_vggish_mood_relaxed_audioset_vggish V1,audioset_vggish_mood_sad_audioset_vggish V1,audioset_vggish_mood_acoustic_audioset_vggish V1,audioset_vggish_mood_electronic_audioset_vggish V1,audioset_vggish_voice_instrumental_audioset_vggish V1,audioset_vggish_gender_audioset_vggish V1,audioset_vggish_tonality_audioset_vggish V1,,discogs-effnet_approachability V2,discogs-effnet_approachability_cat V2,discogs-effnet_engagement V2,discogs-effnet_engagement_cat V2,discogs-effnet_danceability V2,discogs-effnet_mood_aggressive V2,discogs-effnet_mood_happy V2,discogs-effnet_mood_party V2,discogs-effnet_mood_sad V2,discogs-effnet_mood_relaxed V2,discogs-effnet_mood_electronic V2,discogs-effnet_voice_instrumental V2,discogs-effnet_tonality V2,discogs-effnet_gender V2,deam_msd_musicnn_arousal V2,deam_msd_musicnn_valence V2,emomusic_msd_musicnn_arousal V2,emomusic_msd_musicnn_valence V2,muse_msd_musicnn_arousal V2,muse_msd_musicnn_valence V2,danceability_msd_musicnn V2,mood_aggressive_msd_musicnn V2,mood_happy_msd_musicnn V2,mood_party_msd_musicnn V2,mood_relaxed_msd_musicnn V2,mood_sad_msd_musicnn V2,mood_acoustic_msd_musicnn V2,mood_electronic_msd_musicnn V2,voice_instrumental_msd_musicnn V2,gender_msd_musicnn V2,tonality_msd_musicnn V2,audioset_vggish_deam_audioset_vggish_arousal V2,audioset_vggish_deam_audioset_vggish_valence V2,audioset_vggish_emomusic_audioset_vggish_arousal V2,audioset_vggish_emomusic_audioset_vggish_valence V2,audioset_vggish_muse_audioset_vggish_arousal V2,audioset_vggish_muse_audioset_vggish_valence V2,audioset_vggish_danceability_audioset_vggish V2,audioset_vggish_mood_aggressive_audioset_vggish V2,audioset_vggish_mood_happy_audioset_vggish V2,audioset_vggish_mood_party_audioset_vggish V2,audioset_vggish_mood_relaxed_audioset_vggish V2,audioset_vggish_mood_sad_audioset_vggish V2,audioset_vggish_mood_acoustic_audioset_vggish V2,audioset_vggish_mood_electronic_audioset_vggish V2,audioset_vggish_voice_instrumental_audioset_vggish V2,audioset_vggish_gender_audioset_vggish V2,audioset_vggish_tonality_audioset_vggish V2
English,1,Last Night,person,Morgan Wallen,Last Night by Morgan Wallen,"[Intro]
Last night, we let the liquor talk
I can't remember everything we said, but we said it all
You told me that you wish I was somebody you never met
But, baby, baby, something's tellin' me this ain't over yet

[Verse 1]
No way it was our last night I kissed your lips
Make you grip the sheets with your fingertips
Last bottle of Jack, we split a fifth
Just talkin' 'bout life, goin' sip for sip
Yeah, you, you know you love to fight
And I say shit I don't mean
But I'm still gon' wake up wantin' you and me

[Chorus]
I know that last night, we let the liquor talk
I can't remember everything we said, but we said it all
You told me that you wish I was somebody you never met
But, baby, baby, something's tellin' me this ain't over yet
No way it was our last night (Last night)
No way it was our last night (Last night)

[Verse 2]
No way it was the last night that we break up
I see your tail lights in the dust
You call your mama, I call your bluff
In the middle of the night, pull it right back up
Yeah, my, my friends say, ""Let her go""
Your friends say, ""What the hell?""
I wouldn't trade your kind of love for nothin' else

[Chorus]
Oh, baby, last night, we let the liquor talk
I can't remember everything we said, but we said it all
You told me that you wish I was somebody you never met
But, baby, baby, something's tellin' me this ain't over yet
No way it was our last night, we said we'd had enough
I can't remember everything we said, but we said too much
I know you packed your shit and slammed the door right before you left
But, baby, baby, something's tellin' me this ain't over yet
No way it was our last night (Last night)
No way it was our last night (Last night)

[Outro]
I know you said this time you really weren't comin' back again
But, baby, baby, something's tellin' me this ain't over yet
No way it was our last night (Last night)
No way it was our last night (Last night)",0,2023,"Country
In English
USA
Country Pop
Adult Contemporary
Ballad","Country
In English
USA
Country Pop
Adult Contemporary
Ballad",Last Night by Morgan Wallen.mp3,Last Night by Morgan Wallen_v1.wav,Last Night by Morgan Wallen_v2.wav,0,0.90320885,0.95838577,0.6872526,0.95443016,0.457609,0.964447,0.54198563,0.48087925,0.44225702,0.58166885,0.9293464,0.96496403,0.09988687,0.9019037,5.3875084,4.9297805,4.7310333,5.425471,5.449748,4.4302773,0.19401126,0.9769107,0.260744,0.2158681,0.30711284,0.69611347,0.44935656,0.6389875,0.91429275,0.7968854,0.056457065,5.140136,5.054886,5.1128674,5.264682,5.431409,4.4464664,0.38864243,0.89699703,0.41009685,0.26080865,0.5377001,0.611108,0.5620867,0.8448595,0.93520445,0.7673938,0.2990281,,0.8527816,0.94599813,0.79846305,0.94031584,0.65737474,0.93323374,0.61248237,0.18975383,0.59183145,0.5269359,0.96915627,0.96917385,0.07568433,0.86388665,5.131099,5.0650525,4.611605,4.946469,5.292147,4.385392,0.42570934,0.6255568,0.6648629,0.22602068,0.278751,0.6928655,0.74076855,0.55349016,0.9505896,0.8870598,0.048945755,5.132588,5.2637377,5.0976605,5.450367,5.36895,4.4502974,0.4602931,0.68522036,0.47953913,0.30042475,0.31120694,0.4393658,0.7579037,0.80697685,0.9315726,0.7706327,0.11131326,,0.7871022,0.90697324,0.7700907,0.9080081,0.12608445,0.9220914,0.6387191,0.601643,0.372182,0.6324987,0.77924037,0.9583514,0.068296984,0.5623155,5.1707616,5.1450496,4.6261716,4.725361,5.3443365,4.3727875,0.109069146,0.94197685,0.6511327,0.24553475,0.4786413,0.4582149,0.8429871,0.27066654,0.8844834,0.66365176,0.018475492,5.172428,5.2749057,5.12491,5.3358884,5.4257946,4.4358244,0.31765988,0.79998,0.4323028,0.36237702,0.38510048,0.49049094,0.7680413,0.77880543,0.91413945,0.6853743,0.13952464
English,2,Flowers,person,Miley Cyrus,Flowers by Miley Cyrus,"[Verse 1]
We were good, we were gold
Kinda dream that can't be sold
We were right 'til we weren't
Built a home and watched it burn

[Pre-Chorus]
Mm, I didn't wanna leave you, I didn't wanna lie
Started to cry, but then remembered I

[Chorus]
I can buy myself flowers
Write my name in the sand
Talk to myself for hours
Say things you don't understand
I can take myself dancing
And I can hold my own hand
Yeah, I can love me better than you can

[Post-Chorus]
Can love me better, I can love me better, baby
Can love me better, I can love me better, baby

[Verse 2]
Paint my nails cherry-red
Match the roses that you left
No remorse, no regret
I forgive every word you said

[Pre-Chorus]
Ooh, I didn't wanna leave you, baby, I didn't wanna fight
Started to cry, but then remembered I

[Chorus]
I can buy myself flowers
Write my name in the sand
Talk to myself for hours, yeah
Say things you don't understand
I can take myself dancing, yeah
I can hold my own hand
Yeah, I can love me better than you can

[Post-Chorus]
Can love me better, I can love me better, baby
Can love me better, I can love me better, baby
Can love me better, I can love me better, baby
Can love me better, I (Ooh, I)

[Bridge]
I didn't wanna leave you, I didn't wanna fight
Started to cry, but then remembered I

[Chorus]
I can buy myself flowers (Uh-huh)
Write my name in the sand
Talk to myself for hours (Yeah)
Say things you don't understand (You never will)
I can take myself dancing, yeah
I can hold my own hand
Yeah, I can love me better than
Yeah, I can love me better than you can
[Post-Chorus]
Can love me better, I can love me better, baby (Uh)
Can love me better, I can love me better, baby (Than you can)
Can love me better, I can love me better, baby
Can love me better, I",0,2023,"Pop
In English
USA
Adult Contemporary
Funk
Funk-Pop
Pop-Rock
Nu Disco
Dance-Pop
Dance","Pop
In English
USA
Adult Contemporary
Funk
Funk-Pop
Pop-Rock
Nu Disco
Dance-Pop
Dance",Flowers by Miley Cyrus.mp3,Flowers by Miley Cyrus_v1.wav,Flowers by Miley Cyrus_v2.wav,0,0.83580285,0.92959476,0.7300198,0.9314908,0.09264604,0.98687977,0.4136413,0.81257576,0.23994294,0.57277936,0.33739984,0.9467953,0.11224861,0.41433927,5.7985163,6.268197,5.3771544,5.339021,5.429849,4.3287177,0.074265845,0.9493897,0.1601031,0.55084884,0.17058606,0.27969643,0.8302723,0.1548638,0.9733069,0.16175589,0.25346914,5.6069713,5.5754538,5.448249,5.2660923,5.568415,4.374905,0.1698696,0.94753814,0.25402626,0.61039627,0.5009005,0.3898597,0.79482746,0.4885456,0.92973775,0.28863853,0.362568,,1.0491006,0.96861833,0.8498168,0.9576329,0.024155023,0.9791473,0.31140348,0.83813053,0.20941456,0.3954633,0.38129094,0.9685079,0.108422354,0.27332819,6.157562,6.3983707,5.6840014,6.186419,5.2160563,4.278769,0.006270216,0.97137356,0.40049967,0.89348125,0.15924242,0.17494956,0.9880319,0.15425298,0.9928164,0.17202342,0.17770362,5.9223876,5.911534,5.618435,5.6111298,5.4500847,4.360512,0.06769778,0.8854092,0.2477179,0.7621772,0.3020791,0.21294646,0.9168387,0.2450471,0.86481595,0.29271087,0.13982773,,0.9689618,0.94667923,0.8536543,0.93863064,0.010033753,0.96913195,0.33719644,0.8190636,0.16094303,0.43789735,0.27939102,0.9700485,0.065337285,0.15630579,6.0838027,6.575902,5.7939315,6.1861525,5.242199,4.2804804,0.001087392,0.99344945,0.35180983,0.83921504,0.27488652,0.11395792,0.9856621,0.05791515,0.9992609,0.11057934,0.34561092,6.0091896,6.036228,5.7051196,5.6217694,5.4663367,4.3387585,0.05308359,0.9045113,0.20233315,0.8033622,0.28541514,0.18278328,0.9212559,0.22323538,0.9095381,0.16162321,0.14467292
English,3,Kill Bill,person,SZA,Kill Bill by SZA,"[Verse 1]
I'm still a fan even though I was salty
Hate to see you with some other broad, know you happy
Hate to see you happy if I'm not the one drivin'

[Pre-Chorus]
I'm so mature, I'm so mature
I'm so mature, I got me a therapist to tell me there's other men
I don't want none, I just want you
If I can't have you, no one should

[Chorus]
I might
I might kill my ex, not the best idea
His new girlfriend's next, how'd I get here?
I might kill my ex, I still love him though
Rather be in jail than alone

[Verse 2]
I get the sense that it's a lost cause
I get the sense that you might really love her
This text gon' be evidence, this text is evidence
I tried to ration with you, no murders or crime of passion, but damn
You was out of reach
You was at the farmer's market with your perfect peach
Now I'm in the basement plannin' home invasion
Now you layin' face-down, got me singin' over a beat

[Pre-Chorus]
I'm so mature, I'm so mature
I'm so mature, I got me a therapist to tell me there's other men
I don't want none, I just want you
If I can't have you, no one will

[Chorus]
I might (I)
I might kill my ex, not the best idea
His new girlfriend's next, how'd I get here?
I might kill my ex, I still love him though
Rather be in jail than alone

[Bridge]
I did it all for love (Love)
I did it all on no drugs (Drugs)
I did all of this sober
I did it all for us, oh
I did it all for love (Love)
I did all of this on no drugs (Drugs)
I did all of this sober
Don't you know I did it all for us? (I'm gon' kill your ass tonight)

[Chorus]
Oh, I just killed my ex (My ex, oops), not the best idea (Idea)
Killed his girlfriend next, how'd I get here? (He left me no choice)
I just killed my ex (My ex), I still love him though (I do)
Rather be in Hell than alone",0,2023,"Pop
R&B
In English
USA
Pop-R&B
Ballad
Soul Pop
Doo-Wop
Psychedelic
Adult Contemporary
Trip-Hop
Alternative
Murder Ballad
Alternative R&B
Alternative Pop","""Pop
R&B
In English
USA
Pop-R&B
Ballad
Soul Pop
Doo-Wop
Psychedelic
Adult Contemporary
Trip-Hop
Alternative",Kill Bill by SZA.mp3,Kill Bill by SZA_v1.wav,Kill Bill by SZA_v2.wav,1,0.65109885,0.7654546,0.61420995,0.8698356,0.06371505,0.97168505,0.42564535,0.43815523,0.2662168,0.8600555,0.16384818,0.738455,0.036372617,0.17320211,5.4321914,5.448063,4.7630057,4.4884286,5.3643603,4.4537077,0.09922717,0.98029506,0.24500291,0.17785315,0.33537072,0.47064653,0.84080124,0.19134492,0.80526155,0.09490816,0.08854752,5.2239122,5.099573,5.1578593,5.151021,5.3621464,4.402501,0.24915805,0.95911217,0.33586398,0.33521518,0.6369197,0.5996335,0.7084698,0.5750466,0.8875994,0.3511178,0.27950376,,0.87310624,0.9014273,0.6892007,0.7483529,0.050213847,0.99341005,0.83829075,0.6071622,0.53046006,0.9061128,0.69174916,0.91777265,0.03872491,0.12389382,4.9677186,4.9520917,4.752934,4.147566,5.308691,4.3288994,0.039961375,0.9885251,0.83990014,0.2518251,0.8578244,0.7662229,0.8498437,0.59468454,0.91395056,0.26066357,0.16651043,5.2168293,5.012275,4.9870834,4.754462,5.4412036,4.360703,0.20322524,0.9691674,0.4733913,0.36578637,0.7402532,0.6557469,0.6899399,0.5253016,0.83607125,0.24141142,0.2439766,,0.86398375,0.9065899,0.71804285,0.8345907,0.111844726,0.9792404,0.68478376,0.67004794,0.45424291,0.83796185,0.651647,0.8954876,0.102978595,0.18571144,5.212665,5.214937,4.671612,4.5013556,5.2489066,4.318591,0.13814338,0.99625295,0.8182322,0.3581334,0.786333,0.6067711,0.85442567,0.43648365,0.87486863,0.24783382,0.19791941,5.2484736,5.0712223,5.089294,4.9349995,5.378425,4.361345,0.22130613,0.9619641,0.4361606,0.40057483,0.662675,0.6382345,0.69509757,0.49890482,0.8132039,0.2713668,0.25166824
English,4,Anti-Hero,person,Taylor Swift,Anti-Hero by Taylor Swift,"[Verse 1]
I have this thing where I get older, but just never wiser
Midnights become my afternoons
When my depression works the graveyard shift, all of the people
I've ghosted stand there in the room

[Pre-Chorus]
I should not be left to my own devices
They come with prices and vices
I end up in crisis
(Tale as old as time)
I wake up screaming from dreaming
One day, I'll watch as you're leaving
'Cause you got tired of my scheming
(For the last time)

[Chorus]
It's me, hi
I'm the problem, it's me
At teatime, everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero

[Verse 2]
Sometimes, I feel like everybody is a sexy baby
And I'm a monster on the hill
Too big to hang out, slowly lurching toward your favorite city
Pierced through the heart, but never killed

[Pre-Chorus]
Did you hear my covert narcissism I disguise as altruism
Like some kind of congressman?
(A tale as old as time)
I wake up screaming from dreaming
One day, I'll watch as you're leaving
And life will lose all its meaning
(For the last time)

[Chorus]
It's me, hi
I'm the problem, it's me (I'm the problem, it's me)
At teatime, everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero

[Bridge]
I have this dream my daughter-in-law kills me for the money
She thinks I left them in the will
The family gathers 'round and reads it and then someone screams out
""She's laughing up at us from Hell""

[Breakdown]
It's me, hi
I'm the problem, it's me
It's me, hi
I'm the problem, it's me
It's me, hi
Everybody agrees, everybody agrees
[Chorus]
It's me, hi (Hi)
I'm the problem, it's me (I'm the problem, it's me)
At teatime (Teatime), everybody agrees (Everybody agrees)
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero",0,2023,"Rock
Pop
In English
USA
Alternative Rock
Adult Contemporary
Pop-Rock
Electro-Pop
Synth-Pop
Singer-Songwriter","Rock
Pop
In English
USA
Alternative Rock
Adult Contemporary
Pop-Rock
Electro-Pop
Synth-Pop
Singer-Songwriter",Anti-Hero by Taylor Swift.mp3,Anti-Hero_by Taylor Swift_v1.wav,Anti-Hero_by Taylor Swift_v2.wav,0,0.76995045,0.8261353,0.707805,0.85064715,0.09456375,0.9496196,0.6911331,0.5721116,0.2634363,0.70485777,0.18919042,0.938254,0.060828537,0.14459279,6.1680164,5.587996,4.872733,4.8825097,5.3226204,4.467299,0.037155304,0.80328244,0.15368332,0.456432,0.12729111,0.1637517,0.8307623,0.08121938,0.90936184,0.11112812,0.092102095,5.5375214,5.373568,5.2105355,5.2400403,5.351501,4.4094005,0.21341172,0.8726903,0.36872905,0.51619095,0.47761703,0.47279677,0.85392827,0.47075427,0.89509547,0.25127807,0.18779726,,0.9028488,0.8768463,0.7649234,0.9409643,0.19078301,0.8759978,0.45018303,0.70434374,0.27802455,0.45667198,0.7826128,0.92715776,0.08511891,0.31317997,5.5015764,5.6830063,5.533084,5.305679,5.2235727,4.4113154,0.107484095,0.6221263,0.2535958,0.5237996,0.27103806,0.23931396,0.8497628,0.300068,0.9323346,0.19685547,0.21129178,5.513605,5.5003104,5.2511735,5.224551,5.3523545,4.3337502,0.26821634,0.8401827,0.3570326,0.50995713,0.3693699,0.35427907,0.8067666,0.57767946,0.8835909,0.23372616,0.13668206,,0.9098692,0.9511294,0.82358605,0.9372214,0.13205107,0.924223,0.38519427,0.50692284,0.34572017,0.4836269,0.75590163,0.98369986,0.07977588,0.35004345,5.5790925,5.7771106,5.5201306,5.2466645,5.2812176,4.331743,0.06060141,0.8762774,0.17654239,0.34896857,0.32014865,0.38727847,0.62626994,0.4095913,0.93313307,0.22645752,0.3575475,5.467098,5.455831,5.253977,5.2225275,5.3440623,4.3359,0.3620561,0.8669675,0.35121655,0.3846778,0.45088947,0.43608832,0.7279605,0.62764525,0.86393905,0.297197,0.22049762
English,5,Creepin',feat,"Metro Boomin, The Weeknd & 21 Savage","Creepin' by Metro Boomin, The Weeknd & 21 Savage","[Intro]
(Just can't believe this, man)
(Metro Boomin want some more, nigga)

[Verse 1: The Weeknd]
Somebody said they saw you
The person you were kissing wasn't me
And I would never ask you
I just kept it to myself

[Chorus: The Weeknd]
I don't wanna know
If you're playin' me, keep it on the low
'Cause my heart can't take it anymore
And if you creepin', please don't let it show
Oh, baby, I don't wanna know

[Verse 2: The Weeknd]
I think about it when I hold you
When lookin' in your eyes, I can't believe
And I don't need to know the truth
Baby, keep it to yourself

[Chorus: The Weeknd]
I don't wanna know
If you're playin' me, keep it on the low
'Cause my heart can't take it anymore
And if you creepin', please don't let it show
Oh, baby, I don't wanna know

[Bridge: Mario Winans, The Weeknd, Both]
Did he touch you better than me? (Touch you better than me)
Did he watch you fall asleep? (Watch you fall asleep)
Did you show him all those things that you used to do to me?
If you're better off that way (Better off that way)
There ain't more that I can say (More that I can say)
Just go on and do your thing and don't come back to me

[Verse 3: 21 Savage]
Woah, woah, woah, 21
Had me crushin', I was cuffin' like the precinct
How you go from housewife to a sneaky link?
Got you riding 'round in all type of Benzes and Rovers
Girl, you used to ride in the rinky-dink
I'm the one put you in Eliantte (On God)
Fashion Nova model, I put you on the runway (On God)
You was rockin' Coach bags, got you Chane'-ne'
Side bitch in Frisco, I call her my Bay-bae (21)
I got a girl, but I still feel alone (On God)
If you playin' me that mean my home ain't home (On God)
Havin' nightmares of goin' through your phone (21)
Can't even record, you got me out my zone

[Chorus: The Weeknd]
I don't wanna know
If you're playin' me, keep it on the low
'Cause my heart can't take it anymore
And if you creepin', please don't let it show
Oh, baby, I don't wanna know
If you're playin' me, keep it on the low
'Cause my heart can't take it anymore
And if you creepin', please don't let it show
Oh, baby, I don't wanna know
[Outro: 21 Savage & The Weeknd]
If you creepin', just don't let me find out (On God)
Get a hotel, never bring 'em to the house (On God)
If you're better off that way
Baby, all that I can say
If you're gonna do your thing, then don't come back to me","[Intro]
(Just can't believe this, man)
(Metro Boomin want some more, nigga)

[Verse 1: The Weeknd]
Somebody said they saw you
The person you were kissing wasn't me
And I would never ask you
I just kept it to myself

[Chorus: The Weeknd]
I don't wanna know
If you're playin' me, keep it on the low
'Cause my heart can't take it anymore
And if you creepin', please don't let it show
Oh, baby, I don't wanna know

[Verse 2: The Weeknd]
I think about it when I hold you
When lookin' in your eyes, I can't believe
And I don't need to know the truth
Baby, keep it to yourself

[Chorus: The Weeknd]
I don't wanna know
If you're playin' me, keep it on the low
'Cause my heart can't take it anymore
And if you creepin', please don't let it show
Oh, baby, I don't wanna know

[Bridge: Mario Winans, The Weeknd, Both]
Did he touch you better than me? (Touch you better than me)
Did he watch you fall asleep? (Watch you fall asleep)
Did you show him all those things that you used to do to me?
If you're better off that way (Better off that way)
There ain't more that I can say (More that I can say)
Just go on and do your thing and don't come back to me

[Verse 3: 21 Savage]
Woah, woah, woah, 21
Had me crushin', I was cuffin' like the precinct
How you go from housewife to a sneaky link?
Got you ridin' 'round in all type of Benzes and Rovers
Girl, you used to ride in the rinky-dink
I'm the one put you in Eliantte (On God)
Fashion Nova model, I put you on the runway (On God)
You was rockin' Coach bags, got you Chane'-ne'
Side chick in Frisco, I call her my Bay-bae (21)
I got a girl, but I still feel alone (On God)
If you playin' me that mean my home ain't home (On God)
Havin' nightmares of goin' through your phone (21)
Can't even record, you got me out my zone

[Chorus: The Weeknd]
I don't wanna know
If you're playin' me, keep it on the low
'Cause my heart can't take it anymore
And if you creepin', please don't let it show
Oh, baby, I don't wanna know
If you're playin' me, keep it on the low
'Cause my heart can't take it anymore
And if you creepin', please don't let it show
Oh, baby, I don't wanna know

[Outro: 21 Savage & The Weeknd]
If you creepin', just don't let me find out (On God)
Get a hotel, never bring 'em to the house (On God)
If you're better off that way
Baby, all that I can say
If you're gonna do your thing, then don't come back to me",2023,"R&B
Pop
Rap
Alternative Rap
Cover
Adult Contemporary
Downtempo
Pop Rap
Synth-Pop
Alternative R&B
Alternative
Pop-R&B
Trap
Hip-Hop
Canada
Atlanta Rap","""R&B
Pop
Rap
Alternative Rap
Cover
Adult Contemporary
Downtempo
Pop Rap
Synth-Pop
Alternative R&B
Alternative
Pop-R&B","Creepin' by Metro Boomin, The Weeknd & 21 Savage.mp3","Creepin' by Metro Boomin, The Weeknd & 21 Savage v1.wav","Creepin' by Metro Boomin, The Weeknd & 21 Savage_v2.wav",1,0.6871664,0.8003555,0.6563168,0.8338953,0.0969158,0.9298567,0.7377596,0.5192002,0.29505822,0.7479462,0.3755145,0.9188045,0.04989063,0.5811531,4.862569,5.1722937,4.214726,4.5235124,5.28351,4.40381,0.087323286,0.8895381,0.77578485,0.28755882,0.68346643,0.5951653,0.8313708,0.35720932,0.93629146,0.38455087,0.18184808,4.8954,4.685176,4.8127584,4.8546085,5.369997,4.405466,0.3411451,0.9510519,0.58412904,0.19490753,0.76167715,0.66062224,0.59690785,0.60804194,0.8771638,0.5145039,0.19604754,,0.82384616,0.8258436,0.6594014,0.7960461,0.0817129,0.97898555,0.76793444,0.55891514,0.4182598,0.777141,0.63027024,0.8052618,0.08020117,0.46827644,4.772801,4.5261226,4.5401106,4.1171403,5.2684493,4.3785677,0.21696264,0.9760688,0.94717664,0.18540122,0.806943,0.60508245,0.7914068,0.44817364,0.8168817,0.67298865,0.10998855,4.9825783,4.88188,4.97008,4.8505893,5.348291,4.419903,0.2227267,0.9468651,0.5525438,0.33023608,0.6706281,0.59201866,0.7045891,0.44269112,0.7223107,0.5323771,0.15566137,,0.79385704,0.94086975,0.7622716,0.8734319,0.087860875,0.97673786,0.61113393,0.7083569,0.33857682,0.6740609,0.753908,0.9582983,0.0435216,0.6242648,5.3258104,4.897857,4.9698462,4.692633,5.332186,4.3228836,0.11847976,0.9943591,0.86652577,0.32481927,0.7270772,0.55510926,0.7243022,0.54296273,0.93196636,0.6598098,0.097664796,5.322792,5.3481455,5.2609835,5.331365,5.4680896,4.4647226,0.1850813,0.8914139,0.4271771,0.50651187,0.4859341,0.47942424,0.7512863,0.5218247,0.90269417,0.59373677,0.15374815
